,name,salary,company,additional,skills,date
1335, Data engineer,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день', 'Можно удаленно']","['Разработчик баз данных', 'Средний (Middle)', 'SQL', 'Oracle', 'ETL']",1 июня
1336,DevOps engineer,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Средний (Middle)', 'ELK Stack', 'Ansible', 'DevOps']",1 июня
1337,Android Developer,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день', 'Можно удаленно']","['Разработчик мобильных приложений', 'Старший (Senior)', 'Разработка под Android', 'RxJava 2', 'Kotlin', 'MVVM']",1 июня
1338,IOS разработчик,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день', 'Можно удаленно']","['Разработчик мобильных приложений', 'Старший (Senior)', 'Swift', 'Objective-С', 'Разработка мобильных приложений', 'Разработка под iOS']",1 июня
1339,Angular разработчик в команду кинотеатра KION,,МТС,"['Москва', 'Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'Старший (Senior)', 'TypeScript', 'JavaScript', 'Angular']",1 июня
1340,Разработчик С++ контент-системы в Карты,,Яндекс,"['Санкт-Петербург', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'C++', 'Python', 'Базы данных', 'Алгоритмы']",1 июня
1341,Креативный дизайнер,,САТЕЛ,"['Санкт-Петербург', 'Полный рабочий день']","['Графический дизайнер', 'Средний (Middle)', 'Adobe Photoshop', 'Adobe Illustrator', 'Figma Design']",1 июня
1342,Data analyst,,beeline,['Можно удаленно'],"['Аналитик по данным', 'Средний (Middle)', 'SQL', 'Python', 'Qlik Sense', 'Визуализация', 'PowerBI', 'Анализ данных', 'Apache Hadoop']",1 июня
1343,Senior Golang developer (виртуальная частная сеть ),,СберТех,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Старший (Senior)', 'Golang', 'GraphQL', 'Linux', 'Kubernetes', 'gRPC', 'Docker']",1 июня
1344,Lead Python разработчик в CloudBilling (DWH),от 350 000 ₽,СберТех,['Москва'],"['Бэкенд разработчик', 'Ведущий (Lead)', 'ELK Stack', 'Apache Kafka', 'PostgreSQL', 'Linux', 'Kubernetes', 'Python']",1 июня
1345,Senior SOC Engineer,,СберТех,['Москва'],"['Инженер по безопасности', 'Старший (Senior)', 'ELK Stack', 'Python', 'Bash', 'SIEM']",1 июня
1346,Технический инженер поддержки,,МТС,"['Москва', 'Полный рабочий день']","['Системный администратор', 'Средний (Middle)', 'Linux', 'Администрирование Windows', 'Active directory', 'Техническая поддержка', 'Сетевые технологии', 'Системы виртуализации']",1 июня
1347,С developer (алгоритмист),от 350 000 ₽,СберТех,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Старший (Senior)', 'Алгоритмы', 'C', 'Linux']",1 июня
1348,Lead Java разработчик в CloudBilling (DWH),от 350 000 ₽,СберТех,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Ведущий (Lead)', 'SQL', 'ELK Stack', 'Jaeger', 'Apache Kafka', 'PostgreSQL', 'Kubernetes', 'Java']",1 июня
1349,Middle+/Senior frontend developer ,,СберКорус,"['Москва', 'Санкт-Петербург', 'Полный рабочий день']","['Фронтенд разработчик', 'Средний (Middle)', 'Git', 'React', 'Redux', 'TypeScript', 'CSS', 'HTML', 'JavaScript']",1 июня
1350,Data Engineer,,Холдинг Т1,"['Москва', 'Санкт-Петербург', 'Полный рабочий день']","['Инженер по данным', 'Старший (Senior)', 'TensorFlow', 'Машинное обучение', 'PyTorch']",1 июня
1351,Developer C++ (Content Filtering),,Лаборатория Касперского,['Можно удаленно'],"['Бэкенд разработчик', 'Разработка программного обеспечения', 'C++']",1 июня
1352,Global Brand Content Manager,,Лаборатория Касперского,['Можно удаленно'],"['Менеджер по контенту', 'Стратегический маркетинг', 'Связи с общественностью', 'Продуктовый маркетинг']",1 июня
1353,Senior Системный Аналитик,,Магнит,"['Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Старший (Senior)', 'Разработка ТЗ', 'BPMN', 'REST', 'Системный анализ']",1 июня
1354,3D Художник Уровня UE5,от 100 000 до 300 000 ₽,ГК «Талант»,"['Сочи', 'Полный рабочий день', 'Можно удаленно']","['3d моделлер', 'Средний (Middle)', '3ds Max', 'Unreal Engine', 'Шейдеры']",1 июня
